CENTRO,PLAN,NOTA_FUERA,NOTA_UAM,DIFERENCIA
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,7.645454545454545,7.414285714285714,0.2311688311688309
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,7.914285714285714,7.642307692307692,0.2719780219780219
Facultad de Filosofía y Letras,Graduado/a en Historia (2014),7.0,7.161290322580645,-0.16129032258064502
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.14,8.331034482758621,-0.19103448275862078
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,6.8999999999999995,7.257999999999999,-0.35799999999999965
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",8.377777777777778,8.643333333333334,-0.2655555555555562
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,6.959999999999999,7.232352941176471,-0.2723529411764716
Facultad de Filosofía y Letras,Graduado/a en Filosofía e Historia y Ciencias de la Música y Tecnología Musical,6.8,8.526,-1.726
Facultad de Filosofía y Letras,Graduado/a en Historia del Arte,7.888888888888889,5.966666666666667,1.9222222222222225
Facultad de Derecho,Graduado/a en Derecho,8.083333333333334,7.667647058823529,0.4156862745098051
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,6.542857142857143,6.695918367346939,-0.15306122448979664
Facultad de Ciencias,Graduado/a en Física,9.125,8.263636363636364,0.8613636363636363
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,7.875,7.7625,0.11249999999999982
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",9.0,6.872222222222223,2.1277777777777773
Facultad de Filosofía y Letras,Graduado/a en Historia (2014),9.666666666666666,8.694117647058825,0.9725490196078415
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,9.3,7.586666666666667,1.7133333333333338
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,9.272727272727273,8.053846153846154,1.2188811188811197
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",9.608333333333333,8.375,1.2333333333333325
Facultad de Filosofía y Letras,Graduado/a en Estudios Hispánicos: lengua española y sus literaturas,7.55,7.163333333333333,0.3866666666666667
Facultad de Psicología,Graduado/a en Psicología (2013),8.914285714285715,7.077419354838709,1.8368663594470052
Facultad de Medicina,Graduado/a en Medicina (2014),7.554545454545454,7.165384615384616,0.3891608391608381
Facultad de Derecho,Graduado/a en Derecho,9.0,7.486486486486487,1.5135135135135132
Facultad de Medicina,Graduado/a en Medicina (2014),8.936363636363636,8.297560975609755,0.6388026607538801
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,5.416666666666667,6.053125,-0.6364583333333327
Facultad de Derecho,Graduado/a en Derecho,7.675,6.954285714285715,0.7207142857142852
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía,7.35,5.968965517241379,1.3810344827586203
Facultad de Psicología,Graduado/a en Psicología (2013),6.55,7.455882352941177,-0.9058823529411768
Facultad de Derecho,Graduado/a en Derecho (2016),6.976470588235294,8.643478260869566,-1.6670076726342717
Facultad de Filosofía y Letras,Graduado/a en Historia del Arte,8.3125,7.164516129032258,1.1479838709677423
Facultad de Ciencias,Graduado/a en Física,6.8999999999999995,6.607692307692308,0.29230769230769127
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía (2018),7.177777777777777,7.152380952380952,0.025396825396825307
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,8.1625,8.142307692307693,0.020192307692306954
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,6.9,6.226923076923077,0.6730769230769234
Facultad de Filosofía y Letras,Graduado/a en Filosofía,6.5200000000000005,7.102857142857142,-0.5828571428571419
Facultad de Psicología,Graduado/a en Psicología (2013),5.942857142857143,8.141935483870968,-2.1990783410138253
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.566666666666666,7.877419354838709,0.6892473118279572
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,6.6,7.22,-0.6200000000000001
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.08,7.534285714285714,0.5457142857142863
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,6.6875,7.64375,-0.9562499999999998
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública (2019),7.38,6.693617021276596,0.6863829787234037
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,5.783333333333334,6.5227272727272725,-0.7393939393939384
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo (2018),8.6,8.796774193548387,-0.19677419354838754
Facultad de Psicología,Graduado/a en Psicología (2013),7.4,8.634375,-1.234375
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía,6.45,6.127586206896551,0.32241379310344875
Facultad de Ciencias,Graduado/a en Física,6.3500000000000005,6.365625,-0.015624999999999112
Facultad de Ciencias,Graduado/a en Bioquímica,9.457142857142857,8.403448275862068,1.053694581280789
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,7.25,8.125,-0.875
Facultad de Filosofía y Letras,Graduado/a en Antropología Social y Cultural,9.725,8.717142857142857,1.0078571428571426
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",6.3,7.311428571428571,-1.0114285714285716
Facultad de Medicina,Graduado/a en Medicina (2014),7.829411764705882,8.008888888888889,-0.17947712418300643
Facultad de Derecho,Graduado/a en Ciencia Política y Administración Pública,7.5,7.0588235294117645,0.4411764705882355
Facultad de Ciencias,Graduado/a en Matemáticas,8.05,8.604761904761904,-0.5547619047619037
Facultad de Ciencias,Graduado/a en Física,7.65,6.729629629629629,0.920370370370371
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,7.325,6.811320754716981,0.5136792452830194
Facultad de Medicina,Graduado/a en Enfermería,8.4,8.436666666666666,-0.03666666666666529
Facultad de Psicología,Graduado/a en Psicología (2013),8.16,8.10909090909091,0.05090909090909079
Facultad de Medicina,Graduado/a en Medicina (2014),8.238461538461538,6.964583333333334,1.273878205128204
Facultad de Ciencias,Graduado/a en Ciencias Ambientales y en Geografía y Ordenación del Territorio,8.1,6.974418604651162,1.1255813953488376
Facultad de Derecho,Graduado/a en Derecho,8.7,7.7,0.9999999999999991
Facultad de Medicina,Graduado/a en Medicina (2014),6.741666666666667,7.010204081632653,-0.26853741496598627
Facultad de Psicología,Graduado/a en Psicología (2013),8.580000000000002,8.51818181818182,0.06181818181818244
Facultad de Derecho,Graduado/a en Derecho (2016),6.763636363636365,6.903333333333333,-0.13969696969696876
Facultad de Filosofía y Letras,Graduado/a en Filosofía e Historia y Ciencias de la Música y Tecnología Musical,8.25,7.957142857142857,0.2928571428571427
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",8.55,7.258620689655173,1.2913793103448281
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,6.857142857142857,6.662068965517241,0.19507389162561584
Facultad de Ciencias,Graduado/a en Física,9.275,7.644827586206896,1.6301724137931046
Facultad de Psicología,Graduado/a en Psicología (2013),8.222222222222221,7.344827586206897,0.8773946360153246
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.475,8.3,0.17499999999999893
Facultad de Derecho,Graduado/a en Derecho (2016),8.15,6.864864864864865,1.2851351351351354
Facultad de Psicología,Graduado/a en Psicología (2013),7.4,7.003030303030303,0.3969696969696974
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática y Matemáticas,6.385714285714286,8.454166666666667,-2.0684523809523814
Facultad de Filosofía y Letras,Graduado/a en Estudios Hispánicos: lengua española y sus literaturas,9.120000000000001,9.506896551724138,-0.38689655172413673
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática y Matemáticas,7.328571428571428,7.222499999999999,0.10607142857142904
Facultad de Psicología,Graduado/a en Psicología (2013),7.25,8.097058823529412,-0.8470588235294123
Facultad de Psicología,Graduado/a en Psicología (2013),7.388888888888889,7.817857142857143,-0.4289682539682538
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),6.7125,6.635714285714286,0.07678571428571423
Facultad de Ciencias,Graduado/a en Bioquímica,7.7299999999999995,7.0851851851851855,0.6448148148148141
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.6,7.741176470588235,0.8588235294117643
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública (2019),5.45,6.184210526315789,-0.7342105263157892
Facultad de Filosofía y Letras,Graduado/a en Historia del Arte,6.75,6.96,-0.20999999999999996
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública (2019),7.4,8.575675675675676,-1.1756756756756754
Facultad de Ciencias,Graduado/a en Ingeniería Química,9.0,6.596666666666667,2.4033333333333333
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,7.85,6.261764705882353,1.5882352941176467
Facultad de Filosofía y Letras,Graduado/a en Historia del Arte,9.325,7.412903225806452,1.9120967741935475
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.4375,6.689583333333334,1.747916666666666
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,8.299999999999999,7.506666666666666,0.793333333333333
Facultad de Ciencias,Graduado/a en Química (2016),8.2,5.893939393939394,2.3060606060606057
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo (2018),7.5,7.333333333333333,0.16666666666666696
Facultad de Filosofía y Letras,Graduado/a en Historia y Ciencias de la Música,9.5,6.7942857142857145,2.7057142857142855
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),6.45,6.437931034482758,0.012068965517242347
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.0,7.354545454545455,0.6454545454545446
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública (2019),6.911111111111111,7.662857142857143,-0.7517460317460314
Facultad de Filosofía y Letras,Graduado/a en Geografía y Ordenación del Territorio,7.711111111111112,6.7266666666666675,0.9844444444444447
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,6.416666666666667,7.096428571428571,-0.6797619047619037
Facultad de Ciencias Económicas y Empresariales,"Grado conjunto (UPF/UAM/UC3M)Filosofía, Política y Economía",7.823529411764706,8.342105263157896,-0.51857585139319
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,8.61111111111111,7.7592592592592595,0.8518518518518512
Facultad de Filosofía y Letras,Graduado/a en Historia,8.879999999999999,6.569999999999999,2.3099999999999996
Facultad de Medicina,Graduado/a en Medicina,9.875,7.651724137931034,2.2232758620689657
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Infantil,9.25,8.373333333333333,0.8766666666666669
Facultad de Filosofía y Letras,Graduado/a en Historia del Arte,8.405555555555557,7.985714285714285,0.4198412698412719
Facultad de Ciencias,Graduado/a en Física,9.2,7.222222222222222,1.977777777777777
Facultad de Medicina,Graduado/a en Enfermería,9.3,8.955172413793104,0.3448275862068968
Facultad de Ciencias,Graduado/a en Física,9.38888888888889,8.028571428571428,1.3603174603174608
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,7.318181818181818,7.305128205128205,0.013053613053613411
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.209999999999999,7.993333333333334,0.216666666666665
Facultad de Derecho,Graduado/a en Derecho (2016),8.0,6.3810810810810805,1.6189189189189195
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.266666666666667,7.52,0.7466666666666679
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.75,7.7057692307692305,1.0442307692307695
Facultad de Filosofía y Letras,"Máster en Literaturas Hispánicas: Arte, Historia y Sociedad",9.82,9.825,-0.004999999999999005
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,7.344444444444444,7.026666666666667,0.3177777777777768
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.284210526315789,7.376190476190477,0.9080200501253124
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",9.357142857142858,8.063636363636364,1.2935064935064933
Facultad de Medicina,Máster en Investigación Farmacológica (2018),9.5,7.9375,1.5625
Facultad de Derecho,Graduado/a en Ciencia Política y Administración Pública,8.333333333333334,8.636842105263158,-0.30350877192982395
Facultad de Medicina,Graduado/a en Medicina (2014),8.657142857142857,8.438888888888888,0.21825396825396837
Facultad de Filosofía y Letras,Graduado/a en Estudios Ingleses,7.55,7.566666666666666,-0.016666666666666607
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas (2019),7.945454545454546,6.8828571428571435,1.0625974025974028
Facultad de Medicina,Graduado/a en Medicina (2014),7.491666666666667,6.345098039215687,1.1465686274509803
Facultad de Derecho,Graduado/a en Derecho,7.4799999999999995,6.7457142857142856,0.734285714285714
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas (2019),7.5,7.045454545454546,0.45454545454545414
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,7.790000000000001,7.8100000000000005,-0.019999999999999574
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Maestro/a en Educación Primaria,8.916666666666666,8.792592592592593,0.12407407407407334
Facultad de Psicología,Graduado/a en Psicología (2013),8.666666666666666,7.837142857142857,0.8295238095238089
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas (2019),7.6000000000000005,7.282051282051282,0.3179487179487186
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,7.409999999999999,7.968965517241379,-0.5589655172413801
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía y Finanzas/Bachelor in Economics and Finance,7.733333333333333,8.06,-0.3266666666666671
Escuela Politécnica Superior,Graduado/a en Ingeniería Informática,6.7727272727272725,7.278571428571428,-0.5058441558441551
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,6.1,6.84516129032258,-0.7451612903225806
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,7.1125,6.425925925925926,0.6865740740740742
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),7.725,7.165517241379311,0.559482758620689
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,8.02,7.710344827586207,0.3096551724137928
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo,8.25,6.983333333333333,1.2666666666666666
Facultad de Medicina,Graduado/a en Medicina,6.783333333333334,7.00754716981132,-0.2242138364779862
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,6.571428571428571,6.809302325581395,-0.2378737541528242
Facultad de Psicología,Graduado/a en Psicología (2013),6.871428571428572,6.993333333333334,-0.12190476190476218
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",7.67,7.553333333333333,0.11666666666666714
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,7.42,7.8428571428571425,-0.4228571428571426
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.833333333333334,7.207999999999999,1.6253333333333346
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública (2019),6.08,7.0,-0.9199999999999999
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,9.05,8.810344827586206,0.2396551724137943
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,7.954545454545454,6.8500000000000005,1.1045454545454536
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Gestión Aeronáutica,7.925,6.515151515151516,1.4098484848484842
Facultad de Derecho,Graduado/a en Derecho,10.0,8.731428571428571,1.2685714285714287
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",9.288888888888888,9.02258064516129,0.26630824372759854
Facultad de Ciencias,Graduado/a en Ciencias Ambientales,9.6,7.916129032258064,1.6838709677419352
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,9.9,7.963636363636364,1.9363636363636365
Facultad de Ciencias,Graduado/a en Bioquímica,9.488888888888889,8.332142857142857,1.1567460317460316
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía (2018),7.128571428571428,7.04516129032258,0.08341013824884769
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,9.120000000000001,9.262068965517242,-0.14206896551724135
Facultad de Filosofía y Letras,Graduado/a en Geografía y Ordenación del Territorio,6.5,8.328125,-1.828125
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,8.26,8.971428571428572,-0.7114285714285717
Facultad de Psicología,Graduado/a en Psicología (2013),6.68,6.506060606060606,0.17393939393939384
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),7.25,6.848275862068966,0.40172413793103434
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía,6.514285714285714,5.712903225806452,0.8013824884792626
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,9.055555555555555,7.248387096774193,1.8071684587813621
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía (2018),7.766666666666667,7.122580645161291,0.6440860215053759
Facultad de Derecho,Graduado/a en Derecho,8.5,6.531428571428571,1.9685714285714289
Facultad de Filosofía y Letras,Graduado/a en Estudios Internacionales,7.7,8.034285714285714,-0.33428571428571363
Facultad de Ciencias,Graduado/a en Matemáticas,7.6000000000000005,7.71304347826087,-0.11304347826086936
Facultad de Ciencias,Máster en Calidad de Aguas Continentales,7.6000000000000005,6.45,1.1500000000000004
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,8.38888888888889,5.939285714285715,2.4496031746031743
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",7.7,9.266666666666667,-1.5666666666666673
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,5.833333333333333,6.482142857142857,-0.6488095238095237
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",5.75,7.616666666666666,-1.8666666666666663
Facultad de Filosofía y Letras,Graduado/a en Geografía y Ordenación del Territorio,5.633333333333333,6.797222222222222,-1.1638888888888888
Facultad de Ciencias,Graduado/a en Nutrición Humana y Dietética,8.675,7.561111111111111,1.1138888888888898
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,7.428571428571429,7.196296296296297,0.23227513227513175
Facultad de Medicina,Graduado/a en Medicina (2014),8.061538461538461,7.058333333333334,1.0032051282051277
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía (2018),7.425,6.84516129032258,0.5798387096774196
Facultad de Filosofía y Letras,Graduado/a en Estudios Ingleses,7.95,7.203448275862069,0.7465517241379311
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública (2019),6.65,7.2125,-0.5625
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",9.25,8.246875,1.0031250000000007
Facultad de Filosofía y Letras,Graduado/a en Historia,7.8,7.494285714285715,0.30571428571428516
Facultad de Derecho,Graduado/a en Ciencia Política y Administración Pública,6.35,7.064864864864864,-0.7148648648648646
Facultad de Formación de Profesorado y de la Educación,Graduado/a en Ciencias de la Actividad Física y del Deporte,6.24,7.882758620689655,-1.642758620689655
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas (2019),6.75,7.356756756756757,-0.6067567567567567
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo (2018),6.42,6.808,-0.3879999999999999
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas,6.7,7.0793103448275865,-0.3793103448275863
Facultad de Ciencias Económicas y Empresariales,"Grado conjunto (UPF/UAM/UC3M/UAB)Filosofía, Política y Economía",7.622727272727272,7.12,0.502727272727272
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",7.5,7.7333333333333325,-0.2333333333333325
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",8.93,8.362068965517242,0.5679310344827577
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,8.0,7.495833333333334,0.5041666666666664
Facultad de Derecho,Graduado/a en Derecho y en Ciencia Política y Administración Pública,8.3,6.786666666666666,1.5133333333333345
Facultad de Ciencias,Graduado/a en Física,8.879999999999999,8.703703703703704,0.17629629629629484
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,9.8,8.146666666666667,1.6533333333333342
Facultad de Filosofía y Letras,Graduado/a en Antropología Social y Cultural,8.926666666666668,7.92608695652174,1.0005797101449279
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Turismo,7.875,6.293103448275862,1.581896551724138
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Economía,6.685714285714285,6.248387096774193,0.4373271889400918
Facultad de Medicina,Graduado/a en Medicina (2014),8.923076923076923,7.925,0.9980769230769235
Facultad de Ciencias,Graduado/a en Matemáticas,7.557142857142857,7.263999999999999,0.2931428571428576
Facultad de Derecho,Graduado/a en Derecho (2016),6.220000000000001,6.303225806451613,-0.0832258064516127
Facultad de Filosofía y Letras,"Graduado/a en Lenguas modernas, cultura y comunicación",7.622222222222222,8.870967741935484,-1.2487455197132622
Facultad de Filosofía y Letras,"Graduado/a en estudios de Asia y África: Árabe, Chino y Japonés",8.66,7.943333333333333,0.7166666666666668
Facultad de Ciencias Económicas y Empresariales,Graduado/a en Administración y Dirección de Empresas (2018),5.375,7.365384615384615,-1.990384615384615
Facultad de Filosofía y Letras,Graduado/a en Traducción e interpretación,6.4375,6.715625,-0.2781250000000002
Facultad de Ciencias,Graduado/a en Química (2016),7.075,7.144827586206896,-0.06982758620689555
Facultad de Filosofía y Letras,Graduado/a en Historia (2014),7.5,7.207692307692308,0.29230769230769216
Facultad de Derecho,Graduado/a en Derecho (2016),8.48,6.428571428571429,2.0514285714285716
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas,9.425,7.388461538461538,2.0365384615384627
Facultad de Ciencias,Graduado/a en Química (2016),10.0,9.521428571428572,0.47857142857142776
Facultad de Ciencias,Graduado/a en Física,8.54,8.214814814814815,0.3251851851851839
Facultad de Derecho,Graduado/a en Derecho y en Administración y Dirección de Empresas (2019),8.833333333333334,7.953488372093023,0.8798449612403108
Facultad de Medicina,Graduado/a en Enfermería,7.6000000000000005,7.832000000000001,-0.2320000000000002
